season,week,start_date,home_team,away_team,venue,conference_game,wx_temp_f,wx_wind_mph,wx_precip_mm,predicted_total_points,predicted_home_points,predicted_away_points,wx_adjust_total,predicted_win_margin,prediction_confidence,weather_temp,weather_wind,weather_adjustment,enrichment_failed,weather_debug_reason,home_conference,away_conference,start_date_api,neutral_site,edge,confidence,model_home_points,model_away_points,model_total_points,model_margin,model_home_win_prob,model_edge,model_confidence_score,model_confidence_tier
2025,1,,Prairie View A&M,South Carolina State,Mercedes-Benz Stadium,,,,,,,,,,,,,,True,,SWAC,MEAC,2025-12-13T17:00:00.000Z,True,7.427568783068786,0.5,27.026914021164032,19.599345238095246,46.62625925925928,27.026914021164036,0.9225408334073317,7.427568783068786,0.8450816668146635,High
2025,1,,Washington,Boise State,SoFi Stadium,,,,,,,,,,,55.02,11.5,-1.02,,,Big Ten,Mountain West,2025-12-14T01:00:00.000Z,True,7.427568783068786,0.5,27.026914021164032,19.599345238095246,46.62625925925928,27.026914021164036,0.9225408334073317,7.427568783068786,0.8450816668146635,High
2025,1,,Jacksonville State,Troy,Cramton Bowl,,,,,,,,,,,65.35,4.05,-0.0,,,Conference USA,Sun Belt,2025-12-17T02:00:00.000Z,True,7.427568783068786,0.5,27.026914021164032,19.599345238095246,46.62625925925928,27.026914021164036,0.9225408334073317,7.427568783068786,0.8450816668146635,High
2025,1,,South Florida,Old Dominion,Camping World Stadium,,,,,,,,,,,73.13,8.05,-0.46,,,American Athletic,Sun Belt,2025-12-17T22:00:00.000Z,True,7.427568783068786,0.5,27.026914021164032,19.599345238095246,46.62625925925928,27.026914021164036,0.9225408334073317,7.427568783068786,0.8450816668146635,High
2025,1,,Delaware,Louisiana,Hancock Whitney Stadium,,,,,,,,,,,39.63,6.91,-0.49,,,Conference USA,Sun Belt,2025-12-18T01:30:00.000Z,True,7.427568783068786,0.5,27.026914021164032,19.599345238095246,46.62625925925928,27.026914021164036,0.9225408334073317,7.427568783068786,0.8450816668146635,High
2025,1,,Arkansas State,Missouri State,Ford Center At The Star,,,,,,,,,,,69.3,15.01,-1.5,,,Sun Belt,Conference USA,2025-12-19T02:00:00.000Z,True,7.427568783068786,0.5,27.026914021164032,19.599345238095246,46.62625925925928,27.026914021164036,0.9225408334073317,7.427568783068786,0.8450816668146635,High
2025,1,,Western Michigan,Kennesaw State,Brooks Stadium (SC),,,,,,,,,,,37.26,5.75,-0.34,,,Mid-American,Conference USA,2025-12-19T16:00:00.000Z,True,7.427568783068786,0.5,27.026914021164032,19.599345238095246,46.62625925925928,27.026914021164036,0.9225408334073317,7.427568783068786,0.8450816668146635,High
2025,1,,NC State,Memphis,Raymond James Stadium,,,,,,,,,,,63.46,6.31,-0.2,,,ACC,American Athletic,2025-12-19T19:30:00.000Z,True,7.427568783068786,0.5,27.026914021164032,19.599345238095246,46.62625925925928,27.026914021164036,0.9225408334073317,7.427568783068786,0.8450816668146635,High
2025,1,,Oklahoma,Alabama,"Memorial Stadium (Norman, OK)",,,,,,,,,,,40.37,1.99,-0.2,,,SEC,SEC,2025-12-20T01:00:00.000Z,False,7.427568783068786,0.5,27.026914021164032,19.599345238095246,46.62625925925928,27.026914021164036,0.9225408334073317,7.427568783068786,0.8450816668146635,High
2025,1,,Texas A&M,Miami,Kyle Field,,,,,,,,,,,78.15,9.22,-0.63,,,SEC,ACC,2025-12-20T17:00:00.000Z,False,7.427568783068786,0.5,27.026914021164032,19.599345238095246,46.62625925925928,27.026914021164036,0.9225408334073317,7.427568783068786,0.8450816668146635,High
