date,home,away,market,bet,ev,price,result,stake,payout
2025-10-04T23:00:00Z,Florida Panthers,Tampa Bay Lightning,totals,over,0.0787,-138.0,Push,100.0,0.0
2025-10-04T23:00:00Z,Florida Panthers,Tampa Bay Lightning,puckline,home_pl_-1.5,0.0612,156.0,home_-1.5,100.0,0.0
2025-10-04T23:00:00Z,Detroit Red Wings,Toronto Maple Leafs,moneyline,home_ml,0.2677,-162.0,,100.0,
2025-10-04T23:00:00Z,Detroit Red Wings,Toronto Maple Leafs,totals,under,0.0171,110.0,Push,100.0,0.0
2025-10-04T23:00:00Z,Detroit Red Wings,Toronto Maple Leafs,puckline,home_pl_-1.5,0.4094,152.0,away_+1.5,100.0,0.0
2025-10-05T00:00:00Z,Utah Mammoth,San Jose Sharks,moneyline,away_ml,0.3481,195.0,,100.0,
2025-10-05T00:00:00Z,Utah Mammoth,San Jose Sharks,totals,under,0.1415,116.0,Push,100.0,0.0
2025-10-05T00:00:00Z,Utah Mammoth,San Jose Sharks,puckline,away_pl_+1.5,0.2451,-132.0,home_-1.5,100.0,0.0
2025-10-11T17:30:00Z,Winnipeg Jets,Los Angeles Kings,totals,over,0.3853,105.0,Under,100.0,0.0
2025-10-11T20:00:00Z,Calgary Flames,St. Louis Blues,moneyline,home_ml,0.1112,102.0,,100.0,
2025-10-11T20:00:00Z,Calgary Flames,St. Louis Blues,totals,over,0.31,-120.0,Over,100.0,0.0
2025-10-11T23:00:00Z,Boston Bruins,Buffalo Sabres,moneyline,home_ml,0.1983,-113.0,,100.0,
2025-10-11T23:00:00Z,Boston Bruins,Buffalo Sabres,totals,over,0.2374,-109.0,Under,100.0,0.0
2025-10-11T23:00:00Z,Detroit Red Wings,Toronto Maple Leafs,totals,over,0.1875,-115.0,Over,100.0,0.0
2025-10-11T23:00:00Z,Tampa Bay Lightning,New Jersey Devils,moneyline,home_ml,0.5359,-142.0,,100.0,
2025-10-11T23:00:00Z,Florida Panthers,Ottawa Senators,totals,over,0.2416,-117.0,Over,100.0,0.0
2025-10-11T23:00:00Z,New York Islanders,Washington Capitals,moneyline,home_ml,0.0375,-103.0,,100.0,
2025-10-11T23:00:00Z,Carolina Hurricanes,Philadelphia Flyers,puckline,home_pl_-1.5,0.1683,102.0,away_+1.5,100.0,0.0
2025-10-12T00:00:00Z,Nashville Predators,Utah Mammoth,moneyline,home_ml,0.2598,111.0,,100.0,
2025-10-12T00:00:00Z,Nashville Predators,Utah Mammoth,totals,over,0.1794,-120.0,Under,100.0,0.0
2025-10-12T00:00:00Z,Minnesota Wild,Columbus Blue Jackets,moneyline,home_ml,0.3118,-155.0,,100.0,
2025-10-12T00:00:00Z,Minnesota Wild,Columbus Blue Jackets,puckline,home_pl_-1.5,0.5117,161.0,away_+1.5,100.0,0.0
2025-10-12T02:00:00Z,Edmonton Oilers,Vancouver Canucks,moneyline,home_ml,0.2466,-170.0,,100.0,
2025-10-12T02:00:00Z,Edmonton Oilers,Vancouver Canucks,totals,over,0.0645,-113.0,Under,100.0,0.0
2025-10-12T02:00:00Z,Edmonton Oilers,Vancouver Canucks,puckline,home_pl_-1.5,0.4804,153.0,home_-1.5,100.0,0.0
2025-10-12T02:00:00Z,San Jose Sharks,Anaheim Ducks,totals,over,0.1741,-114.0,Over,100.0,0.0
2025-10-12T02:00:00Z,Seattle Kraken,Vegas Golden Knights,moneyline,home_ml,0.7388,162.0,,100.0,
2025-10-12T02:00:00Z,Seattle Kraken,Vegas Golden Knights,totals,over,0.0439,-115.0,Under,100.0,0.0
2025-10-12T23:00:00Z,New York Rangers,Washington Capitals,totals,over,0.2801,-105.0,Under,100.0,0.0
2025-10-13T17:00:00Z,Boston Bruins,Tampa Bay Lightning,moneyline,home_ml,0.4497,136.0,,100.0,
2025-10-13T17:00:00Z,Boston Bruins,Tampa Bay Lightning,totals,over,0.1355,110.0,Over,100.0,0.0
2025-10-13T17:00:00Z,New York Islanders,Winnipeg Jets,moneyline,away_ml,0.2031,-130.0,,100.0,
2025-10-13T17:00:00Z,New York Islanders,Winnipeg Jets,totals,over,0.1052,-112.0,Over,100.0,0.0
2025-10-13T18:00:00Z,Toronto Maple Leafs,Detroit Red Wings,totals,over,0.2863,114.0,Under,100.0,0.0
2025-10-13T23:00:00Z,Philadelphia Flyers,Florida Panthers,totals,over,0.2537,-125.0,Over,100.0,0.0
2025-10-13T23:00:00Z,Columbus Blue Jackets,New Jersey Devils,moneyline,home_ml,0.4694,105.0,,100.0,
2025-10-13T23:30:00Z,Vancouver Canucks,St. Louis Blues,puckline,away_pl_+1.5,0.0426,-235.0,away_+1.5,100.0,0.0
2025-10-14T00:00:00Z,Minnesota Wild,Los Angeles Kings,moneyline,home_ml,0.1419,100.0,,100.0,
2025-10-14T00:00:00Z,Minnesota Wild,Los Angeles Kings,puckline,home_pl_-1.5,0.1009,210.0,away_+1.5,100.0,0.0
2025-10-15T01:30:00Z,Dallas Stars,Minnesota Wild,puckline,home_pl_-1.5,0.6438,135.0,home_-1.5,100.0,0.0
2025-10-15T23:00:00Z,Detroit Red Wings,Florida Panthers,totals,over,0.0898,-110.0,Under,100.0,0.0
2025-10-16T01:30:00Z,St. Louis Blues,Chicago Blackhawks,moneyline,home_ml,0.1842,-235.0,,100.0,
2025-10-16T01:30:00Z,St. Louis Blues,Chicago Blackhawks,puckline,home_pl_-1.5,0.6798,105.0,away_+1.5,100.0,0.0
2025-10-16T01:30:00Z,Utah Mammoth,Calgary Flames,puckline,home_pl_-1.5,0.1901,108.0,home_-1.5,100.0,0.0
2025-10-16T23:00:00Z,Toronto Maple Leafs,New York Rangers,moneyline,home_ml,0.3934,-140.0,,100.0,
2025-10-16T23:00:00Z,Toronto Maple Leafs,New York Rangers,puckline,home_pl_-1.5,1.184,170.0,away_+1.5,100.0,0.0
2025-10-16T23:00:00Z,New Jersey Devils,Florida Panthers,moneyline,away_ml,0.0643,135.0,,100.0,
2025-10-16T23:00:00Z,Philadelphia Flyers,Winnipeg Jets,moneyline,home_ml,0.023,125.0,,100.0,
2025-10-16T23:00:00Z,Philadelphia Flyers,Winnipeg Jets,totals,over,0.0819,-110.0,Over,100.0,0.0
2025-10-16T23:00:00Z,Columbus Blue Jackets,Colorado Avalanche,totals,over,0.0063,-105.0,Under,100.0,0.0
2025-10-16T23:30:00Z,New York Islanders,Edmonton Oilers,moneyline,away_ml,0.0519,-160.0,,100.0,
2025-10-17T00:00:00Z,Dallas Stars,Vancouver Canucks,moneyline,home_ml,0.3467,-155.0,,100.0,
2025-10-17T00:00:00Z,Dallas Stars,Vancouver Canucks,puckline,home_pl_-1.5,1.0381,161.0,away_+1.5,100.0,0.0
2025-10-17T02:00:00Z,Vegas Golden Knights,Boston Bruins,puckline,home_pl_-1.5,0.2917,115.0,away_+1.5,100.0,0.0
2025-10-17T02:00:00Z,Anaheim Ducks,Carolina Hurricanes,moneyline,home_ml,0.536,170.0,,100.0,
2025-10-17T02:00:00Z,Los Angeles Kings,Pittsburgh Penguins,moneyline,home_ml,0.024,-193.0,,100.0,
2025-10-17T02:00:00Z,Los Angeles Kings,Pittsburgh Penguins,puckline,home_pl_-1.5,0.3091,130.0,away_+1.5,100.0,0.0
2025-10-17T23:00:00Z,Detroit Red Wings,Tampa Bay Lightning,totals,over,0.1776,110.0,Under,100.0,0.0
2025-10-18T19:00:00Z,Ottawa Senators,New York Islanders,totals,over,0.0645,-105.0,Over,100.0,0.0
2025-10-18T19:30:00Z,New Jersey Devils,Edmonton Oilers,totals,over,0.148,-113.0,Over,100.0,0.0
2025-10-18T23:00:00Z,Toronto Maple Leafs,Seattle Kraken,puckline,home_pl_-1.5,0.1006,135.0,away_+1.5,100.0,0.0
2025-10-18T23:00:00Z,Montréal Canadiens,New York Rangers,puckline,away_pl_+1.5,0.0232,-210.0,away_+1.5,100.0,0.0
2025-10-18T23:00:00Z,Philadelphia Flyers,Minnesota Wild,moneyline,away_ml,0.0824,104.0,,100.0,
2025-10-18T23:00:00Z,Philadelphia Flyers,Minnesota Wild,totals,over,0.1391,-110.0,Under,100.0,0.0
2025-10-18T23:00:00Z,St. Louis Blues,Dallas Stars,moneyline,away_ml,0.0467,-119.0,,100.0,
2025-10-18T23:00:00Z,St. Louis Blues,Dallas Stars,totals,over,0.1491,-101.0,Under,100.0,0.0
2025-10-18T23:00:00Z,Winnipeg Jets,Nashville Predators,totals,over,0.1489,-103.0,Under,100.0,0.0
2025-10-19T01:00:00Z,Colorado Avalanche,Boston Bruins,totals,over,0.0369,-106.0,Under,100.0,0.0
2025-10-19T01:00:00Z,Los Angeles Kings,Carolina Hurricanes,totals,over,0.0381,-101.0,Over,100.0,0.0
2025-10-19T02:00:00Z,Vegas Golden Knights,Calgary Flames,totals,over,0.1204,-108.0,Over,100.0,0.0
2025-10-19T02:00:00Z,Vegas Golden Knights,Calgary Flames,puckline,home_pl_-1.5,0.0304,105.0,home_-1.5,100.0,0.0
2025-10-19T02:00:00Z,San Jose Sharks,Pittsburgh Penguins,totals,over,0.0844,-105.0,Under,100.0,0.0
2025-10-21T23:00:00Z,Toronto Maple Leafs,New Jersey Devils,puckline,home_pl_-1.5,0.0847,212.0,away_+1.5,100.0,0.0
2025-10-21T23:00:00Z,Ottawa Senators,Edmonton Oilers,moneyline,home_ml,0.2792,115.0,,100.0,
2025-10-21T23:00:00Z,New York Islanders,San Jose Sharks,puckline,home_pl_-1.5,0.8899,116.0,away_+1.5,100.0,0.0
2025-10-21T23:00:00Z,Washington Capitals,Seattle Kraken,puckline,home_pl_-1.5,0.3156,-106.0,home_-1.5,100.0,0.0
2025-10-22T00:00:00Z,St. Louis Blues,Los Angeles Kings,moneyline,home_ml,0.0223,-118.0,,100.0,
2025-10-22T00:00:00Z,St. Louis Blues,Los Angeles Kings,puckline,home_pl_-1.5,0.1138,204.0,away_+1.5,100.0,0.0
2025-10-22T23:00:00Z,New Jersey Devils,Minnesota Wild,totals,over,0.0263,-125.0,Under,100.0,0.0
2025-10-22T23:30:00Z,Buffalo Sabres,Detroit Red Wings,moneyline,away_ml,0.0423,109.0,,100.0,
2025-10-22T23:30:00Z,Buffalo Sabres,Detroit Red Wings,totals,over,0.202,-116.0,Under,100.0,0.0
2025-10-23T00:30:00Z,Calgary Flames,Montréal Canadiens,totals,over,0.0073,102.0,Under,100.0,0.0
2025-10-07T21:00:00Z,Florida Panthers,Chicago Blackhawks,moneyline,home_ml,0.0611,-265.0,win,100.0,37.73584905660377
2025-10-07T21:00:00Z,Florida Panthers,Chicago Blackhawks,totals,under,0.3379,115.0,win,100.0,115.0
2025-10-07T21:00:00Z,Florida Panthers,Chicago Blackhawks,puckline,away_pl_+1.5,0.0376,-102.0,win,100.0,98.03921568627452
2025-10-08T00:00:00Z,New York Rangers,Pittsburgh Penguins,moneyline,away_ml,1.0127,185.0,loss,100.0,-100.0
2025-10-08T00:00:00Z,New York Rangers,Pittsburgh Penguins,puckline,away_pl_+1.5,0.2054,-138.0,win,100.0,72.46376811594205
2025-10-08T02:30:00Z,Los Angeles Kings,Colorado Avalanche,moneyline,away_ml,0.1079,-115.0,loss,100.0,-100.0
2025-10-08T02:30:00Z,Los Angeles Kings,Colorado Avalanche,totals,under,0.3175,-115.0,win,100.0,86.95652173913042
2025-10-08T23:00:00Z,Toronto Maple Leafs,Montréal Canadiens,moneyline,away_ml,0.1807,130.0,loss,100.0,-100.0
2025-10-08T23:00:00Z,Toronto Maple Leafs,Montréal Canadiens,totals,under,0.3289,-120.0,loss,100.0,-100.0
2025-10-08T23:30:00Z,Washington Capitals,Boston Bruins,moneyline,home_ml,0.3112,-190.0,loss,100.0,-100.0
2025-10-08T23:30:00Z,Washington Capitals,Boston Bruins,totals,under,0.1164,-108.0,win,100.0,92.5925925925926
2025-10-08T23:30:00Z,Washington Capitals,Boston Bruins,puckline,away_pl_+1.5,0.0881,-165.0,win,100.0,60.6060606060606
2025-10-09T02:00:00Z,Edmonton Oilers,Calgary Flames,moneyline,home_ml,0.1423,-225.0,loss,100.0,-100.0
2025-10-09T02:00:00Z,Edmonton Oilers,Calgary Flames,totals,under,0.4436,-108.0,win,100.0,92.5925925925926
2025-10-09T02:00:00Z,Edmonton Oilers,Calgary Flames,puckline,away_pl_+1.5,0.021,-138.0,win,100.0,72.46376811594205
2025-10-09T02:00:00Z,Vegas Golden Knights,Los Angeles Kings,moneyline,home_ml,0.0414,-183.0,loss,100.0,-100.0
2025-10-09T02:00:00Z,Vegas Golden Knights,Los Angeles Kings,totals,under,0.2777,-120.0,win,100.0,83.33333333333334
2025-10-09T02:00:00Z,Vegas Golden Knights,Los Angeles Kings,puckline,away_pl_+1.5,0.0889,-163.0,win,100.0,61.34969325153374
2025-10-09T23:00:00Z,Boston Bruins,Chicago Blackhawks,moneyline,away_ml,0.1403,140.0,loss,100.0,-100.0
2025-10-09T23:00:00Z,Boston Bruins,Chicago Blackhawks,totals,under,0.3289,109.0,loss,100.0,-100.0
2025-10-09T23:00:00Z,Boston Bruins,Chicago Blackhawks,puckline,home_pl_-1.5,0.0614,165.0,loss,100.0,-100.0
2025-10-09T23:00:00Z,Buffalo Sabres,New York Rangers,moneyline,home_ml,0.3334,102.0,loss,100.0,-100.0
2025-10-09T23:00:00Z,Buffalo Sabres,New York Rangers,totals,under,0.1346,-120.0,win,100.0,83.33333333333334
2025-10-09T23:00:00Z,Buffalo Sabres,New York Rangers,puckline,home_pl_-1.5,0.042,230.0,loss,100.0,-100.0
2025-10-09T23:00:00Z,Detroit Red Wings,Montréal Canadiens,totals,under,0.4195,105.0,push,100.0,0.0
2025-10-09T23:00:00Z,Tampa Bay Lightning,Ottawa Senators,moneyline,away_ml,0.2354,158.0,win,100.0,158.0
2025-10-09T23:00:00Z,Tampa Bay Lightning,Ottawa Senators,totals,under,0.3422,-105.0,loss,100.0,-100.0
2025-10-09T23:00:00Z,Florida Panthers,Philadelphia Flyers,totals,under,0.2174,105.0,win,100.0,105.0
2025-10-09T23:00:00Z,Pittsburgh Penguins,New York Islanders,moneyline,home_ml,0.342,113.0,win,100.0,113.0
2025-10-09T23:00:00Z,Pittsburgh Penguins,New York Islanders,totals,over,0.0361,100.0,win,100.0,100.0
2025-10-09T23:30:00Z,Carolina Hurricanes,New Jersey Devils,moneyline,away_ml,0.1578,153.0,loss,100.0,-100.0
2025-10-10T00:00:00Z,St. Louis Blues,Minnesota Wild,moneyline,home_ml,0.1635,-117.0,loss,100.0,-100.0
2025-10-10T00:00:00Z,St. Louis Blues,Minnesota Wild,totals,under,0.4194,113.0,win,100.0,113.0
2025-10-10T00:00:00Z,Nashville Predators,Columbus Blue Jackets,moneyline,away_ml,0.5139,-101.0,loss,100.0,-100.0
2025-10-10T00:00:00Z,Nashville Predators,Columbus Blue Jackets,totals,under,0.2239,102.0,win,100.0,102.0
2025-10-10T00:00:00Z,Winnipeg Jets,Dallas Stars,moneyline,home_ml,0.3377,100.0,loss,100.0,-100.0
2025-10-10T00:00:00Z,Winnipeg Jets,Dallas Stars,totals,under,0.2685,100.0,win,100.0,100.0
2025-10-10T00:00:00Z,Winnipeg Jets,Dallas Stars,puckline,home_pl_-1.5,0.4529,220.0,loss,100.0,-100.0
2025-10-10T01:00:00Z,Colorado Avalanche,Utah Mammoth,moneyline,away_ml,0.1156,170.0,loss,100.0,-100.0
2025-10-10T01:00:00Z,Colorado Avalanche,Utah Mammoth,totals,under,0.1812,-120.0,win,100.0,83.33333333333334
2025-10-10T01:00:00Z,Colorado Avalanche,Utah Mammoth,puckline,away_pl_+1.5,0.0025,-150.0,win,100.0,66.66666666666666
2025-10-10T02:00:00Z,Vancouver Canucks,Calgary Flames,moneyline,home_ml,0.189,-189.0,loss,100.0,-100.0
2025-10-10T02:00:00Z,Vancouver Canucks,Calgary Flames,totals,under,0.4211,105.0,win,100.0,105.0
2025-10-10T02:00:00Z,San Jose Sharks,Vegas Golden Knights,moneyline,away_ml,0.2745,-200.0,loss,100.0,-100.0
2025-10-10T02:00:00Z,San Jose Sharks,Vegas Golden Knights,totals,under,0.4005,-115.0,win,100.0,86.95652173913042
2025-10-10T02:00:00Z,Seattle Kraken,Anaheim Ducks,moneyline,away_ml,0.2363,115.0,loss,100.0,-100.0
2025-10-10T02:00:00Z,Seattle Kraken,Anaheim Ducks,totals,under,0.403,105.0,win,100.0,105.0
2025-10-10T02:00:00Z,Seattle Kraken,Anaheim Ducks,puckline,home_pl_-1.5,0.1956,200.0,win,100.0,200.0
2025-10-11T17:30:00Z,Winnipeg Jets,Los Angeles Kings,moneyline,home_ml,0.2262,-127.0,win,100.0,78.74015748031495
2025-10-11T17:30:00Z,Winnipeg Jets,Los Angeles Kings,totals,under,0.3306,-115.0,win,100.0,86.95652173913042
2025-10-11T17:30:00Z,Winnipeg Jets,Los Angeles Kings,puckline,home_pl_-1.5,0.1825,200.0,loss,100.0,-100.0
2025-10-11T20:00:00Z,Calgary Flames,St. Louis Blues,moneyline,away_ml,0.0644,-122.0,win,100.0,81.9672131147541
2025-10-11T20:00:00Z,Calgary Flames,St. Louis Blues,totals,under,0.5303,100.0,push,100.0,0.0
2025-10-11T23:00:00Z,Boston Bruins,Buffalo Sabres,moneyline,away_ml,0.5796,100.0,loss,100.0,-100.0
2025-10-11T23:00:00Z,Boston Bruins,Buffalo Sabres,totals,under,0.2293,-103.0,win,100.0,97.0873786407767
2025-10-11T23:00:00Z,Boston Bruins,Buffalo Sabres,puckline,home_pl_-1.5,0.0695,220.0,win,100.0,220.00000000000003
2025-10-11T23:00:00Z,Detroit Red Wings,Toronto Maple Leafs,moneyline,home_ml,0.3865,127.0,win,100.0,127.0
2025-10-11T23:00:00Z,Detroit Red Wings,Toronto Maple Leafs,totals,under,0.4154,-105.0,loss,100.0,-100.0
2025-10-11T23:00:00Z,Tampa Bay Lightning,New Jersey Devils,moneyline,away_ml,0.5367,122.0,win,100.0,121.99999999999996
2025-10-11T23:00:00Z,Tampa Bay Lightning,New Jersey Devils,totals,under,0.135,-105.0,loss,100.0,-100.0
2025-10-11T23:00:00Z,Tampa Bay Lightning,New Jersey Devils,puckline,home_pl_-1.5,0.0849,178.0,loss,100.0,-100.0
2025-10-11T23:00:00Z,Florida Panthers,Ottawa Senators,moneyline,home_ml,0.0754,-145.0,win,100.0,68.96551724137932
2025-10-11T23:00:00Z,Florida Panthers,Ottawa Senators,totals,under,0.2773,-103.0,loss,100.0,-100.0
2025-10-11T23:00:00Z,Florida Panthers,Ottawa Senators,puckline,home_pl_-1.5,0.0216,175.0,win,100.0,175.0
2025-10-11T23:00:00Z,New York Islanders,Washington Capitals,moneyline,away_ml,0.148,-117.0,win,100.0,85.47008547008548
2025-10-11T23:00:00Z,New York Islanders,Washington Capitals,totals,over,0.0211,-112.0,push,100.0,0.0
2025-10-11T23:00:00Z,Pittsburgh Penguins,New York Rangers,moneyline,home_ml,0.6346,122.0,loss,100.0,-100.0
2025-10-11T23:00:00Z,Carolina Hurricanes,Philadelphia Flyers,moneyline,home_ml,0.0591,-260.0,win,100.0,38.46153846153846
2025-10-11T23:00:00Z,Carolina Hurricanes,Philadelphia Flyers,puckline,away_pl_+1.5,0.062,-122.0,win,100.0,81.9672131147541
2025-10-11T23:00:00Z,Chicago Blackhawks,Montréal Canadiens,moneyline,away_ml,0.2207,-142.0,win,100.0,70.4225352112676
2025-10-11T23:00:00Z,Chicago Blackhawks,Montréal Canadiens,totals,under,0.4328,-108.0,win,100.0,92.5925925925926
2025-10-12T00:00:00Z,Nashville Predators,Utah Mammoth,moneyline,away_ml,0.4358,-125.0,loss,100.0,-100.0
2025-10-12T00:00:00Z,Nashville Predators,Utah Mammoth,totals,under,0.2752,105.0,win,100.0,105.0
2025-10-12T00:00:00Z,Minnesota Wild,Columbus Blue Jackets,moneyline,away_ml,0.7367,140.0,loss,100.0,-100.0
2025-10-12T00:00:00Z,Minnesota Wild,Columbus Blue Jackets,totals,under,0.2143,105.0,win,100.0,105.0
2025-10-12T00:00:00Z,Minnesota Wild,Columbus Blue Jackets,puckline,away_pl_+1.5,0.0239,-180.0,win,100.0,55.55555555555556
2025-10-12T01:00:00Z,Colorado Avalanche,Dallas Stars,moneyline,home_ml,0.179,-135.0,loss,100.0,-100.0
2025-10-12T01:00:00Z,Colorado Avalanche,Dallas Stars,totals,under,0.4102,102.0,win,100.0,102.0
2025-10-12T01:00:00Z,Colorado Avalanche,Dallas Stars,puckline,home_pl_-1.5,0.1585,177.0,loss,100.0,-100.0
2025-10-12T02:00:00Z,Edmonton Oilers,Vancouver Canucks,moneyline,away_ml,0.1767,153.0,loss,100.0,-100.0
2025-10-12T02:00:00Z,Edmonton Oilers,Vancouver Canucks,totals,under,0.4376,100.0,win,100.0,100.0
2025-10-12T02:00:00Z,Edmonton Oilers,Vancouver Canucks,puckline,away_pl_+1.5,0.0157,-160.0,loss,100.0,-100.0
2025-10-12T02:00:00Z,San Jose Sharks,Anaheim Ducks,moneyline,away_ml,0.4914,-124.0,loss,100.0,-100.0
