team,player_id_a,player_id_b,co_toi_ev
ANA,8481605,8476885,21.837326388888886
ANA,8474590,8483490,18.475104166666664
ANA,8484859,8483521,11.866944444444444
ANA,8475798,8473986,14.061458333333333
ANA,8475798,8484153,14.061458333333333
ANA,8473986,8484153,14.061458333333333
ANA,8478873,8484762,12.786458333333332
ANA,8478873,8483445,12.786458333333332
ANA,8484762,8483445,12.786458333333332
ANA,8483444,8475184,11.388541666666667
ANA,8483444,8484201,11.388541666666667
ANA,8475184,8484201,11.388541666666667
ANA,8478366,8485512,10.417013888888889
ANA,8478366,8480068,10.417013888888889
ANA,8485512,8480068,10.417013888888889
ARI,8479410,8478507,21.19569444444444
ARI,8477346,8480084,18.7425
ARI,8483472,8481059,18.629166666666666
ARI,8477951,8483431,16.759027777777778
ARI,8477951,8478474,16.759027777777778
ARI,8483431,8478474,16.759027777777778
ARI,8479343,8482699,14.818055555555556
ARI,8479343,8477021,14.818055555555556
ARI,8482699,8477021,14.818055555555556
ARI,8478831,8481827,10.966666666666667
ARI,8478831,8479291,10.966666666666667
ARI,8481827,8479291,10.966666666666667
ARI,8475461,8484388,10.902083333333334
ARI,8475461,8479656,10.902083333333334
ARI,8484388,8479656,10.902083333333334
BOS,8479325,8476854,20.86325
BOS,8479369,8477507,16.685499999999998
BOS,8481219,8480035,13.675791666666663
BOS,8477956,8477496,14.454999999999998
BOS,8477956,8478401,14.454999999999998
BOS,8477496,8478401,14.454999999999998
BOS,8479987,8483489,12.376666666666665
BOS,8479987,8482177,12.376666666666665
BOS,8483489,8482177,12.376666666666665
BOS,8479999,8482117,10.60875
BOS,8479999,8482634,10.60875
BOS,8482117,8482634,10.60875
BOS,8476374,8479661,9.13125
BOS,8476374,8479591,9.13125
BOS,8479661,8479591,9.13125
BUF,8480839,8480807,19.68576388888889
BUF,8481524,8482671,18.752534722222226
BUF,8481564,8483732,14.493680555555557
BUF,8477949,8479420,14.414583333333333
BUF,8477949,8484145,14.414583333333333
BUF,8479420,8484145,14.414583333333333
BUF,8480802,8480064,12.611921296296295
BUF,8480802,8482097,12.611921296296295
BUF,8480064,8482097,12.611921296296295
BUF,8482659,8475722,11.322569444444445
BUF,8482659,8476871,11.322569444444445
BUF,8475722,8476871,11.322569444444445
BUF,8483090,8479941,10.85625
BUF,8483090,8484238,10.85625
BUF,8479941,8484238,10.85625
CAR,8480817,8476958,20.33211805555555
CAR,8478970,8480336,18.999861111111112
CAR,8476906,8482100,14.43536111111111
CAR,8478427,8482093,15.0823547979798
CAR,8478427,8477940,15.0823547979798
CAR,8482093,8477940,15.0823547979798
CAR,8482809,8480830,13.644444444444446
CAR,8482809,8473533,13.644444444444446
CAR,8480830,8473533,13.644444444444446
CAR,8480829,8482702,12.613194444444446
CAR,8480829,8475791,12.613194444444446
CAR,8482702,8475791,12.613194444444446
CAR,8476921,8476873,9.783333333333333
CAR,8476921,8480762,9.783333333333333
CAR,8476873,8480762,9.783333333333333
CBJ,8481161,8479371,15.725
CBJ,8475790,8483485,15.725
CBJ,8478500,8476923,15.725
CBJ,8475745,8484166,10.125
CBJ,8475745,8478856,10.125
CBJ,8484166,8478856,10.125
CBJ,8478046,8476432,10.125
CBJ,8478046,8482660,10.125
CBJ,8476432,8482660,10.125
CBJ,8480806,8480893,10.125
CBJ,8480806,8478975,10.125
CBJ,8480893,8478975,10.125
CBJ,8477497,8479671,10.125
CBJ,8477497,8482705,10.125
CBJ,8479671,8482705,10.125
CGY,8480860,8479402,15.725
CGY,8484150,8477810,15.725
CGY,8482165,8476874,15.725
CGY,8474150,8482209,10.125
CGY,8474150,8484234,10.125
CGY,8482209,8484234,10.125
CGY,8476458,8481068,10.125
CGY,8476458,8481028,10.125
CGY,8481068,8481028,10.125
CGY,8478109,8479066,10.125
CGY,8478109,8483609,10.125
CGY,8479066,8483609,10.125
CGY,8476456,8481556,10.125
CGY,8476456,8484180,10.125
CGY,8481556,8484180,10.125
CHI,8481806,8482807,15.725
CHI,8476891,8482176,15.725
CHI,8483466,8484783,15.725
CHI,8484144,8477479,10.125
CHI,8484144,8484793,10.125
CHI,8477479,8484793,10.125
CHI,8477444,8477987,10.125
CHI,8477444,8485391,10.125
CHI,8477987,8485391,10.125
CHI,8483450,8478043,10.125
CHI,8483450,8484185,10.125
CHI,8478043,8484185,10.125
CHI,8478233,8481624,10.125
CHI,8478233,8484197,10.125
CHI,8481624,8484197,10.125
COL,8478038,8480069,21.872152777777778
COL,8476967,8484258,16.86848611111111
COL,8482942,8470613,15.759885416666664
COL,8477492,8480039,15.35798611111111
COL,8477492,8476455,15.35798611111111
COL,8480039,8476455,15.35798611111111
COL,8475754,8477476,13.096250000000001
COL,8475754,8475172,13.096250000000001
COL,8477476,8475172,13.096250000000001
COL,8482947,8477501,10.814457070707071
COL,8482947,8478462,10.814457070707071
COL,8477501,8478462,10.814457070707071
COL,8481186,8480448,8.209027777777777
COL,8481186,8480835,8.209027777777777
COL,8480448,8480835,8.209027777777777
DAL,8480036,8476902,24.620249999999995
DAL,8481581,8474574,19.563458333333333
DAL,8478476,8483425,15.399520833333334
DAL,8482740,8480027,17.787499999999998
DAL,8482740,8478420,17.787499999999998
DAL,8480027,8478420,17.787499999999998
DAL,8475168,8482145,13.729166666666664
DAL,8475168,8479351,13.729166666666664
DAL,8482145,8479351,13.729166666666664
DAL,8478449,8475794,12.57
DAL,8478449,8484829,12.57
DAL,8475794,8484829,12.57
DAL,8479414,8477454,12.011666666666667
DAL,8479414,8480840,12.011666666666667
DAL,8477454,8480840,12.011666666666667
DET,8480879,8475279,15.725
DET,8482762,8475753,15.725
DET,8474612,8481607,15.725
DET,8478891,8477456,10.125
DET,8478891,8477429,10.125
DET,8477456,8477429,10.125
DET,8479337,8484471,10.125
DET,8479337,8474141,10.125
DET,8484471,8474141,10.125
DET,8483464,8477946,10.125
DET,8483464,8474102,10.125
DET,8477946,8474102,10.125
DET,8479992,8482078,10.125
DET,8479992,8474037,10.125
DET,8482078,8474037,10.125
EDM,8480803,8477498,20.39881944444444
EDM,8476473,8481056,17.694166666666664
EDM,8475218,8478013,15.438124999999998
EDM,8478402,8477934,16.299999999999997
EDM,8478402,8475786,16.299999999999997
EDM,8477934,8475786,16.299999999999997
EDM,8477953,8476454,12.977777777777778
EDM,8477953,8481617,12.977777777777778
EDM,8476454,8481617,12.977777777777778
EDM,8483512,8477406,10.427083333333334
EDM,8483512,8479368,10.427083333333334
EDM,8477406,8479368,10.427083333333334
EDM,8478458,8477450,8.641319444444445
EDM,8478458,8479365,8.641319444444445
EDM,8477450,8479365,8.641319444444445
FLA,8484304,8477932,15.725
FLA,8478055,8477495,15.725
FLA,8475179,8478859,15.725
FLA,8477493,8477935,10.125
FLA,8477493,8479314,10.125
FLA,8477935,8479314,10.125
FLA,8481655,8482713,10.125
FLA,8481655,8478542,10.125
FLA,8482713,8478542,10.125
FLA,8477933,8481133,10.125
FLA,8477933,8477931,10.125
FLA,8481133,8477931,10.125
FLA,8473419,8480185,10.125
FLA,8473419,8482113,10.125
FLA,8480185,8482113,10.125
LAK,8474563,8479998,19.729444444444443
LAK,8482730,8479421,16.491180555555555
LAK,8476441,8475208,15.02138888888889
LAK,8482155,8478550,16.81527777777778
LAK,8482155,8482124,16.81527777777778
LAK,8478550,8482124,16.81527777777778
LAK,8479675,8477960,14.622222222222224
LAK,8479675,8471685,14.622222222222224
LAK,8477960,8471685,14.622222222222224
LAK,8476872,8476469,10.416666666666668
LAK,8476872,8477942,10.416666666666668
LAK,8476469,8477942,10.416666666666668
LAK,8481532,8483756,8.604166666666666
LAK,8481532,8483808,8.604166666666666
LAK,8483756,8483808,8.604166666666666
MIN,8480800,8482122,26.284125
MIN,8474716,8476463,17.409062499999997
MIN,8486166,8482641,15.4391875
MIN,8478493,8478864,18.345
MIN,8478493,8481557,18.345
MIN,8478864,8481557,18.345
MIN,8477451,8475692,13.842113095238098
MIN,8477451,8481553,13.842113095238098
MIN,8475692,8481553,13.842113095238098
MIN,8475149,8483452,11.49625
MIN,8475149,8480259,11.49625
MIN,8483452,8480259,11.49625
MIN,8477952,8477979,11.45125
MIN,8477952,8477446,11.45125
MIN,8477979,8477446,11.45125
MTL,8483457,8476875,21.342476851851853
MTL,8478851,8480865,18.80673433048433
MTL,8483686,8484220,18.74032051282051
MTL,8480018,8483515,15.078009259259261
MTL,8480018,8481540,15.078009259259261
MTL,8483515,8481540,15.078009259259261
MTL,8481618,8484984,12.841435185185187
MTL,8481618,8478133,12.841435185185187
MTL,8484984,8478133,12.841435185185187
MTL,8476479,8484403,11.940277777777778
MTL,8476479,8479339,11.940277777777778
MTL,8484403,8479339,11.940277777777778
MTL,8483424,8476981,11.051157407407407
MTL,8483424,8480074,11.051157407407407
MTL,8476981,8480074,11.051157407407407
NJD,8479395,8475455,15.725
NJD,8476462,8482684,15.725
