player_name,market,selection,current_line,current_price,open_line,open_price,line_move,price_move,latest_snapshot_ts
a.j. ewing,batter_hits,over,0.5,+130,0.5,+130,0.0,0,2026-06-11T00:51:32Z
a.j. ewing,batter_hits,under,0.5,-168,0.5,-168,0.0,0,2026-06-11T00:51:32Z
a.j. ewing,batter_hits_runs_rbis,over,1.5,-104,1.5,-104,0.0,0,2026-06-11T00:51:32Z
a.j. ewing,batter_hits_runs_rbis,under,1.5,-129,1.5,-129,0.0,0,2026-06-11T00:51:32Z
a.j. ewing,batter_home_runs,over,0.5,+1100,0.5,+1100,0.0,0,2026-06-11T00:51:32Z
a.j. ewing,batter_rbis,over,0.5,+450,0.5,+450,0.0,0,2026-06-11T00:51:32Z
a.j. ewing,batter_rbis,under,0.5,-725,0.5,-725,0.0,0,2026-06-11T00:51:32Z
a.j. ewing,batter_runs_scored,over,1.5,+300,1.5,+300,0.0,0,2026-06-11T00:51:32Z
a.j. ewing,batter_runs_scored,under,1.5,-440,1.5,-440,0.0,0,2026-06-11T00:51:32Z
a.j. ewing,batter_total_bases,over,0.5,+140,0.5,+140,0.0,0,2026-06-11T00:51:32Z
a.j. ewing,batter_total_bases,under,0.5,-190,0.5,-190,0.0,0,2026-06-11T00:51:32Z
adolis garcia,batter_hits,over,0.5,+160,0.5,+160,0.0,0,2026-06-11T00:51:32Z
adolis garcia,batter_hits,under,0.5,-212,0.5,-212,0.0,0,2026-06-11T00:51:32Z
adolis garcia,batter_hits_runs_rbis,over,0.5,+124,0.5,+124,0.0,0,2026-06-11T00:51:32Z
adolis garcia,batter_hits_runs_rbis,under,0.5,-170,0.5,-170,0.0,0,2026-06-11T00:51:32Z
adolis garcia,batter_home_runs,over,0.5,+1100,0.5,+1100,0.0,0,2026-06-11T00:51:32Z
adolis garcia,batter_rbis,over,0.5,+500,0.5,+500,0.0,0,2026-06-11T00:51:32Z
adolis garcia,batter_rbis,under,0.5,-850,0.5,-850,0.0,0,2026-06-11T00:51:32Z
adolis garcia,batter_runs_scored,over,0.5,+280,0.5,+280,0.0,0,2026-06-11T00:51:32Z
adolis garcia,batter_runs_scored,under,0.5,-400,0.5,-400,0.0,0,2026-06-11T00:51:32Z
alec bohm,batter_hits,over,1.5,+160,1.5,+160,0.0,0,2026-06-11T00:51:32Z
alec bohm,batter_hits,under,1.5,-212,1.5,-212,0.0,0,2026-06-11T00:51:32Z
alec bohm,batter_hits_runs_rbis,over,5.5,+126,5.5,+126,0.0,0,2026-06-11T00:51:32Z
alec bohm,batter_hits_runs_rbis,under,5.5,-170,5.5,-170,0.0,0,2026-06-11T00:51:32Z
alec bohm,batter_home_runs,over,1.5,+1900,1.5,+1900,0.0,0,2026-06-11T00:51:32Z
alec bohm,batter_rbis,over,3.5,+400,3.5,+400,0.0,0,2026-06-11T00:51:32Z
alec bohm,batter_rbis,under,3.5,-625,3.5,-625,0.0,0,2026-06-11T00:51:32Z
alec bohm,batter_runs_scored,over,1.5,+425,1.5,+425,0.0,0,2026-06-11T00:51:32Z
alec bohm,batter_runs_scored,under,1.5,-675,1.5,-675,0.0,0,2026-06-11T00:51:32Z
