team,player_id_a,player_id_b,co_toi_ev
ANA,8481605,8476885,21.837326388888886
ANA,8474590,8483490,18.475104166666664
ANA,8484859,8483521,11.866944444444444
ANA,8475798,8473986,14.061458333333333
ANA,8475798,8484153,14.061458333333333
ANA,8473986,8484153,14.061458333333333
ANA,8478873,8484762,12.786458333333332
ANA,8478873,8483445,12.786458333333332
ANA,8484762,8483445,12.786458333333332
ANA,8483444,8475184,11.388541666666667
ANA,8483444,8484201,11.388541666666667
ANA,8475184,8484201,11.388541666666667
ANA,8478366,8485512,10.417013888888889
ANA,8478366,8480068,10.417013888888889
ANA,8485512,8480068,10.417013888888889
ARI,8479410,8478507,21.19569444444444
ARI,8477346,8480084,18.7425
ARI,8483472,8481059,18.629166666666666
ARI,8477951,8483431,16.759027777777778
ARI,8477951,8478474,16.759027777777778
ARI,8483431,8478474,16.759027777777778
ARI,8479343,8482699,14.818055555555556
ARI,8479343,8477021,14.818055555555556
ARI,8482699,8477021,14.818055555555556
ARI,8478831,8481827,10.966666666666667
ARI,8478831,8479291,10.966666666666667
ARI,8481827,8479291,10.966666666666667
ARI,8475461,8484388,10.902083333333334
ARI,8475461,8479656,10.902083333333334
ARI,8484388,8479656,10.902083333333334
BOS,8479325,8476854,20.601874999999996
BOS,8479369,8477507,16.720208333333332
BOS,8481219,8480035,13.661388888888888
BOS,8477956,8477496,14.459722222222222
BOS,8477956,8479987,14.459722222222222
BOS,8477496,8479987,14.459722222222222
BOS,8478401,8483489,12.365972222222222
BOS,8478401,8482177,12.365972222222222
BOS,8483489,8482177,12.365972222222222
BOS,8479999,8482117,10.475694444444445
BOS,8479999,8482634,10.475694444444445
BOS,8482117,8482634,10.475694444444445
BOS,8476374,8479591,9.011805555555556
BOS,8476374,8480355,9.011805555555556
BOS,8479591,8480355,9.011805555555556
BUF,8480839,8481524,19.70147435897436
BUF,8480807,8482671,18.62971153846154
BUF,8481564,8483732,14.281089743589742
BUF,8477949,8479420,14.404807692307692
BUF,8477949,8484145,14.404807692307692
BUF,8479420,8484145,14.404807692307692
BUF,8480802,8480064,12.577724358974358
BUF,8480802,8482097,12.577724358974358
BUF,8480064,8482097,12.577724358974358
BUF,8482659,8481522,11.367628205128206
BUF,8482659,8484238,11.367628205128206
BUF,8481522,8484238,11.367628205128206
BUF,8476871,8483468,10.925
BUF,8476871,8483090,10.925
BUF,8483468,8483090,10.925
CAR,8480817,8476958,20.03657051282051
CAR,8478970,8480336,18.81496794871795
CAR,8476906,8482100,14.507954545454544
CAR,8478427,8482093,15.07369123931624
CAR,8478427,8477940,15.07369123931624
CAR,8482093,8477940,15.07369123931624
CAR,8482809,8480830,13.52147435897436
CAR,8482809,8473533,13.52147435897436
CAR,8480830,8473533,13.52147435897436
CAR,8480829,8482702,12.535256410256409
CAR,8480829,8475791,12.535256410256409
CAR,8482702,8475791,12.535256410256409
CAR,8476921,8476873,9.659935897435897
CAR,8476921,8480762,9.659935897435897
CAR,8476873,8480762,9.659935897435897
CBJ,8481161,8479371,15.725
CBJ,8475790,8483485,15.725
CBJ,8478500,8476923,15.725
CBJ,8475745,8484166,10.125
CBJ,8475745,8478856,10.125
CBJ,8484166,8478856,10.125
CBJ,8478046,8476432,10.125
CBJ,8478046,8482660,10.125
CBJ,8476432,8482660,10.125
CBJ,8480806,8480893,10.125
CBJ,8480806,8478975,10.125
CBJ,8480893,8478975,10.125
CBJ,8477497,8479671,10.125
CBJ,8477497,8482705,10.125
CBJ,8479671,8482705,10.125
CGY,8480860,8479402,15.725
CGY,8484150,8477810,15.725
CGY,8482165,8476874,15.725
CGY,8474150,8482209,10.125
CGY,8474150,8484234,10.125
CGY,8482209,8484234,10.125
CGY,8476458,8481068,10.125
CGY,8476458,8481028,10.125
CGY,8481068,8481028,10.125
CGY,8478109,8479066,10.125
CGY,8478109,8483609,10.125
CGY,8479066,8483609,10.125
CGY,8476456,8481556,10.125
CGY,8476456,8484180,10.125
CGY,8481556,8484180,10.125
CHI,8481806,8482807,15.725
CHI,8476891,8482176,15.725
CHI,8483466,8484783,15.725
CHI,8484144,8477479,10.125
CHI,8484144,8484793,10.125
CHI,8477479,8484793,10.125
CHI,8477444,8477987,10.125
CHI,8477444,8485391,10.125
CHI,8477987,8485391,10.125
CHI,8483450,8478043,10.125
CHI,8483450,8484185,10.125
CHI,8478043,8484185,10.125
CHI,8478233,8481624,10.125
CHI,8478233,8484197,10.125
CHI,8481624,8484197,10.125
COL,8478038,8480069,21.705512820512816
COL,8476967,8484258,16.81603146853147
COL,8482942,8470613,15.602775349650354
COL,8477492,8480039,15.293269230769232
COL,8477492,8476455,15.293269230769232
COL,8480039,8476455,15.293269230769232
COL,8475754,8477476,13.031643356643357
COL,8475754,8475172,13.031643356643357
COL,8477476,8475172,13.031643356643357
COL,8482947,8477501,10.811271367521368
COL,8482947,8478462,10.811271367521368
COL,8477501,8478462,10.811271367521368
COL,8480448,8481186,8.226602564102564
COL,8480448,8480835,8.226602564102564
COL,8481186,8480835,8.226602564102564
DAL,8480036,8476902,23.719722222222224
DAL,8481581,8474574,18.676861111111112
DAL,8478476,8483425,14.954333333333333
DAL,8482740,8480027,17.449305555555554
DAL,8482740,8478420,17.449305555555554
DAL,8480027,8478420,17.449305555555554
DAL,8475168,8482145,13.598611111111111
DAL,8475168,8479351,13.598611111111111
DAL,8482145,8479351,13.598611111111111
DAL,8484829,8478449,11.523611111111112
DAL,8484829,8475794,11.523611111111112
DAL,8478449,8475794,11.523611111111112
DAL,8479414,8480840,10.65763888888889
DAL,8479414,8473994,10.65763888888889
DAL,8480840,8473994,10.65763888888889
DET,8480879,8475279,15.725
DET,8482762,8475753,15.725
DET,8474612,8481607,15.725
DET,8478891,8477456,10.125
DET,8478891,8477429,10.125
DET,8477456,8477429,10.125
DET,8479337,8484471,10.125
DET,8479337,8474141,10.125
DET,8484471,8474141,10.125
DET,8483464,8477946,10.125
DET,8483464,8474102,10.125
DET,8477946,8474102,10.125
DET,8479992,8482078,10.125
DET,8479992,8474037,10.125
DET,8482078,8474037,10.125
EDM,8480803,8477498,20.39881944444444
EDM,8476473,8481056,17.694166666666664
EDM,8475218,8478013,15.438124999999998
EDM,8478402,8477934,16.299999999999997
EDM,8478402,8475786,16.299999999999997
EDM,8477934,8475786,16.299999999999997
EDM,8477953,8476454,12.977777777777778
EDM,8477953,8481617,12.977777777777778
EDM,8476454,8481617,12.977777777777778
EDM,8483512,8477406,10.427083333333334
EDM,8483512,8479368,10.427083333333334
EDM,8477406,8479368,10.427083333333334
EDM,8478458,8477450,8.641319444444445
EDM,8478458,8479365,8.641319444444445
EDM,8477450,8479365,8.641319444444445
FLA,8484304,8477932,15.725
FLA,8478055,8477495,15.725
FLA,8475179,8478859,15.725
FLA,8477493,8477935,10.125
FLA,8477493,8479314,10.125
FLA,8477935,8479314,10.125
FLA,8481655,8482713,10.125
FLA,8481655,8478542,10.125
FLA,8482713,8478542,10.125
FLA,8477933,8481133,10.125
FLA,8477933,8477931,10.125
FLA,8481133,8477931,10.125
FLA,8473419,8480185,10.125
FLA,8473419,8482113,10.125
FLA,8480185,8482113,10.125
LAK,8474563,8479998,19.684583333333332
LAK,8482730,8479421,16.38109375
LAK,8476441,8476879,14.644791666666665
LAK,8482155,8478550,16.469791666666666
LAK,8482155,8482124,16.469791666666666
LAK,8478550,8482124,16.469791666666666
LAK,8479675,8477960,14.536458333333332
LAK,8479675,8471685,14.536458333333332
LAK,8477960,8471685,14.536458333333332
LAK,8476872,8476469,10.465972222222222
LAK,8476872,8477942,10.465972222222222
LAK,8476469,8477942,10.465972222222222
LAK,8481532,8483756,8.591666666666667
LAK,8481532,8483808,8.591666666666667
LAK,8483756,8483808,8.591666666666667
MIN,8480800,8482122,25.791060606060608
MIN,8474716,8476463,17.298272727272728
MIN,8486166,8482641,15.384484848484849
MIN,8478864,8478493,17.818939393939395
MIN,8478864,8481557,17.818939393939395
MIN,8478493,8481557,17.818939393939395
MIN,8477451,8475692,13.700094696969696
MIN,8477451,8481553,13.700094696969696
MIN,8475692,8481553,13.700094696969696
MIN,8475149,8483452,11.296969696969697
MIN,8475149,8480259,11.296969696969697
MIN,8483452,8480259,11.296969696969697
MIN,8477952,8477979,11.26780303030303
MIN,8477952,8477446,11.26780303030303
MIN,8477979,8477446,11.26780303030303
MTL,8483457,8476875,21.380855263157894
MTL,8480865,8478851,18.72612516869096
MTL,8483686,8484220,18.711929824561402
MTL,8480018,8483515,15.14407894736842
MTL,8480018,8481540,15.14407894736842
MTL,8483515,8481540,15.14407894736842
MTL,8481618,8484984,12.8
MTL,8481618,8478133,12.8
MTL,8484984,8478133,12.8
MTL,8476479,8484403,11.856798245614035
MTL,8476479,8479339,11.856798245614035
MTL,8484403,8479339,11.856798245614035
MTL,8483424,8476981,10.9875
MTL,8483424,8480074,10.9875
