team,player_id_a,player_id_b,co_toi_ev
ANA,8481605,8476885,21.41409722222222
ANA,8474590,8483490,17.517083333333332
ANA,8475462,8484859,13.42173611111111
ANA,8475798,8473986,14.647222222222222
ANA,8475798,8484153,14.647222222222222
ANA,8473986,8484153,14.647222222222222
ANA,8478873,8484762,13.141666666666666
ANA,8478873,8475184,13.141666666666666
ANA,8484762,8475184,13.141666666666666
ANA,8483444,8483445,12.110416666666666
ANA,8483444,8484201,12.110416666666666
ANA,8483445,8484201,12.110416666666666
ANA,8478366,8485512,10.59375
ANA,8478366,8479705,10.59375
ANA,8485512,8479705,10.59375
ARI,8474013,8480084,15.725
ARI,8480434,8483472,15.725
ARI,8478507,8481059,15.725
ARI,8475461,8480855,10.125
ARI,8475461,8479293,10.125
ARI,8480855,8479293,10.125
ARI,8478831,8477951,10.125
ARI,8478831,8479291,10.125
ARI,8477951,8479291,10.125
ARI,8482175,8477070,10.125
ARI,8482175,8481827,10.125
ARI,8477070,8481827,10.125
ARI,8477021,8484388,10.125
ARI,8477021,8479343,10.125
ARI,8484388,8479343,10.125
BOS,8481219,8480887,15.725
BOS,8480035,8476854,15.725
BOS,8482511,8479325,15.725
BOS,8478042,8479591,10.125
BOS,8478042,8479987,10.125
BOS,8479591,8479987,10.125
BOS,8485395,8479661,10.125
BOS,8485395,8480355,10.125
BOS,8479661,8480355,10.125
BOS,8482177,8476374,10.125
BOS,8482177,8477496,10.125
BOS,8476374,8477496,10.125
BOS,8483489,8479999,10.125
BOS,8483489,8477956,10.125
BOS,8479999,8477956,10.125
BUF,8480839,8480807,20.13488095238095
BUF,8482671,8481524,18.777916666666666
BUF,8481564,8480891,16.86238095238095
BUF,8477949,8479420,14.677380952380954
BUF,8477949,8484145,14.677380952380954
BUF,8479420,8484145,14.677380952380954
BUF,8482659,8480064,12.624404761904762
BUF,8482659,8482097,12.624404761904762
BUF,8480064,8482097,12.624404761904762
BUF,8480802,8484238,11.31294642857143
BUF,8480802,8476871,11.31294642857143
BUF,8484238,8476871,11.31294642857143
BUF,8483500,8483468,11.010491071428572
BUF,8483500,8483090,11.010491071428572
BUF,8483468,8483090,11.010491071428572
CAR,8480817,8476958,19.99861111111111
CAR,8480336,8478970,19.088638888888887
CAR,8476906,8482100,13.535741452991454
CAR,8478427,8482093,14.729999999999997
CAR,8478427,8477940,14.729999999999997
CAR,8482093,8477940,14.729999999999997
CAR,8482809,8473533,13.133055555555558
CAR,8482809,8480830,13.133055555555558
CAR,8473533,8480830,13.133055555555558
CAR,8475235,8480829,12.926111111111112
CAR,8475235,8482702,12.926111111111112
CAR,8480829,8482702,12.926111111111112
CAR,8475791,8476921,10.928333333333335
CAR,8475791,8476873,10.928333333333335
CAR,8476921,8476873,10.928333333333335
CBJ,8481161,8479371,15.725
CBJ,8475790,8483485,15.725
CBJ,8478500,8476923,15.725
CBJ,8475745,8484166,10.125
CBJ,8475745,8478856,10.125
CBJ,8484166,8478856,10.125
CBJ,8478046,8476432,10.125
CBJ,8478046,8482660,10.125
CBJ,8476432,8482660,10.125
CBJ,8480806,8480893,10.125
CBJ,8480806,8478975,10.125
CBJ,8480893,8478975,10.125
CBJ,8477497,8479671,10.125
CBJ,8477497,8482705,10.125
CBJ,8479671,8482705,10.125
CGY,8480860,8479402,15.725
CGY,8484150,8477810,15.725
CGY,8482165,8476874,15.725
CGY,8474150,8482209,10.125
CGY,8474150,8484234,10.125
CGY,8482209,8484234,10.125
CGY,8476458,8481068,10.125
CGY,8476458,8481028,10.125
CGY,8481068,8481028,10.125
CGY,8478109,8479066,10.125
CGY,8478109,8483609,10.125
CGY,8479066,8483609,10.125
CGY,8476456,8481556,10.125
CGY,8476456,8484180,10.125
CGY,8481556,8484180,10.125
CHI,8481806,8482807,15.725
CHI,8476891,8482176,15.725
CHI,8483466,8484783,15.725
CHI,8484144,8477479,10.125
CHI,8484144,8484793,10.125
CHI,8477479,8484793,10.125
CHI,8477444,8477987,10.125
CHI,8477444,8485391,10.125
CHI,8477987,8485391,10.125
CHI,8483450,8478043,10.125
CHI,8483450,8484185,10.125
CHI,8478043,8484185,10.125
CHI,8478233,8481624,10.125
CHI,8478233,8484197,10.125
CHI,8481624,8484197,10.125
COL,8478038,8480069,21.897731481481483
COL,8476967,8484258,16.63436507936508
COL,8482942,8470613,15.471349206349206
COL,8480039,8477492,15.82592592592593
COL,8480039,8476455,15.82592592592593
COL,8477492,8476455,15.82592592592593
COL,8475754,8475172,13.274933862433864
COL,8475754,8477476,13.274933862433864
COL,8475172,8477476,13.274933862433864
COL,8482947,8477501,10.329398148148147
COL,8482947,8478462,10.329398148148147
COL,8477501,8478462,10.329398148148147
COL,8481186,8480448,8.049074074074074
COL,8481186,8480835,8.049074074074074
COL,8480448,8480835,8.049074074074074
DAL,8483425,8478476,15.725
DAL,8481581,8480036,15.725
DAL,8476902,8480878,15.725
DAL,8479414,8478449,10.125
DAL,8479414,8475794,10.125
DAL,8478449,8475794,10.125
DAL,8480027,8478420,10.125
DAL,8480027,8482740,10.125
DAL,8478420,8482740,10.125
DAL,8484938,8484829,10.125
DAL,8484938,8476889,10.125
DAL,8484829,8476889,10.125
DAL,8473994,8477454,10.125
DAL,8473994,8475168,10.125
DAL,8477454,8475168,10.125
DET,8480879,8475279,15.725
DET,8482762,8475753,15.725
DET,8474612,8481607,15.725
DET,8478891,8477456,10.125
DET,8478891,8477429,10.125
DET,8477456,8477429,10.125
DET,8479337,8484471,10.125
DET,8479337,8474141,10.125
DET,8484471,8474141,10.125
DET,8483464,8477946,10.125
DET,8483464,8474102,10.125
DET,8477946,8474102,10.125
DET,8479992,8482078,10.125
DET,8479992,8474037,10.125
DET,8482078,8474037,10.125
EDM,8480803,8475218,15.725
EDM,8480834,8476473,15.725
EDM,8477498,8481056,15.725
EDM,8482703,8477450,10.125
