season,week,start_date,home_team,away_team,venue,conference_game,wx_temp_f,wx_wind_mph,wx_precip_mm,predicted_total_points,predicted_home_points,predicted_away_points,wx_adjust_total,predicted_win_margin,prediction_confidence,weather_temp,weather_wind,weather_adjustment,enrichment_failed,weather_debug_reason,home_conference,away_conference,start_date_api,neutral_site,edge,confidence,model_home_points,model_away_points,model_total_points,model_margin,model_home_win_prob,model_edge,model_confidence_score,model_confidence_tier
2025,1,,Prairie View A&M,South Carolina State,Mercedes-Benz Stadium,,,,,,,,,,,,,,True,,SWAC,MEAC,2025-12-13T17:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Washington,Boise State,SoFi Stadium,,,,,,,,,,,55.02,11.5,-1.02,,,Big Ten,Mountain West,2025-12-14T01:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Jacksonville State,Troy,Cramton Bowl,,,,,,,,,,,65.35,4.05,-0.0,,,Conference USA,Sun Belt,2025-12-17T02:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,South Florida,Old Dominion,Camping World Stadium,,,,,,,,,,,73.13,8.05,-0.46,,,American Athletic,Sun Belt,2025-12-17T22:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Delaware,Louisiana,Hancock Whitney Stadium,,,,,,,,,,,39.63,6.91,-0.49,,,Conference USA,Sun Belt,2025-12-18T01:30:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Arkansas State,Missouri State,Ford Center At The Star,,,,,,,,,,,69.3,15.01,-1.5,,,Sun Belt,Conference USA,2025-12-19T02:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Western Michigan,Kennesaw State,Brooks Stadium (SC),,,,,,,,,,,37.26,5.75,-0.34,,,Mid-American,Conference USA,2025-12-19T16:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,NC State,Memphis,Raymond James Stadium,,,,,,,,,,,63.46,6.31,-0.2,,,ACC,American Athletic,2025-12-19T19:30:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Oklahoma,Alabama,"Memorial Stadium (Norman, OK)",,,,,,,,,,,40.37,1.99,-0.2,,,SEC,SEC,2025-12-20T01:00:00.000Z,False,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Texas A&M,Miami,Kyle Field,,,,,,,,,,,78.15,9.22,-0.63,,,SEC,ACC,2025-12-20T17:00:00.000Z,False,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Wisconsin-River Falls,Johns Hopkins University,David Smith Stadium at Ramer Field,,,,,,,,,,,,,,True,,Wisconsin,Centennial,2025-12-20T18:00:00.000Z,False,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Ole Miss,Tulane,Vaught-Hemingway Stadium,,,,,,,,,,,71.38,6.91,-0.29,,,SEC,American Athletic,2025-12-20T20:30:00.000Z,False,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Ferris State,Harding University,McKinney ISD Stadium,,,,,,,,,,,,,,True,,GLIAC,Great American,2025-12-20T21:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Montana State,Montana,Bobcat Stadium,,,,,,,,,,,51.21,9.22,-0.72,,,Big Sky,Big Sky,2025-12-20T21:00:00.000Z,False,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,North Central College,John Carroll University,Benedetti-Wehrli Stadium,,,,,,,,,,,,,,True,,CCIW,Ohio,2025-12-20T21:30:00.000Z,False,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Oregon,James Madison,Autzen Stadium,,,,,,,,,,,49.86,8.05,-0.56,,,Big Ten,Sun Belt,2025-12-21T00:30:00.000Z,False,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Villanova,Illinois State,Villanova Stadium,,,,,,,,,,,23.72,5.14,-0.38,,,CAA,MVFC,2025-12-21T00:30:00.000Z,False,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Utah State,Washington State,Albertsons Stadium,,,,,,,,,,,51.87,12.66,-1.23,,,Mountain West,Pac-12,2025-12-22T19:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Louisville,Toledo,FAU Stadium,,,,,,,,,,,62.55,0.0,-0.0,,,ACC,Mid-American,2025-12-23T19:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Southern Miss,Western Kentucky,Caesars Superdome,,,,,,,,,,,73.15,5.75,-0.11,,,Sun Belt,Conference USA,2025-12-23T22:30:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Ohio,UNLV,Ford Center At The Star,,,,,,,,,,,43.99,5.75,-0.27,,,Mid-American,Mountain West,2025-12-24T02:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Hawai'i,California,Clarence T.C. Ching Athletics Complex,,,,,,,,,,,53.26,3.78,-0.07,,,Mountain West,ACC,2025-12-25T01:00:00.000Z,False,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Northwestern,Central Michigan,Ford Field,,,,,,,,,,,75.04,6.73,-0.26,,,Big Ten,Mid-American,2025-12-26T18:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Minnesota,New Mexico,Chase Field,,,,,,,,,,,38.86,2.73,-0.21,,,Big Ten,Mountain West,2025-12-26T21:30:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,UTSA,Florida International,Gerald J. Ford Stadium,,,,,,,,,,,72.75,5.41,-0.06,,,American Athletic,Conference USA,2025-12-27T01:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,East Carolina,Pittsburgh,Navy-Marine Corps Memorial Stadium,,,,,,,,,,,58.95,10.22,-0.79,,,American Athletic,ACC,2025-12-27T16:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Clemson,Penn State,Yankee Stadium,,,,,,,,,,,74.37,1.16,-0.0,,,ACC,Big Ten,2025-12-27T17:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Army,UConn,Fenway Park,,,,,,,,,,,80.58,5.91,-0.14,,,American Athletic,FBS Independents,2025-12-27T19:15:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,BYU,Georgia Tech,Camping World Stadium,,,,,,,,,,,63.03,3.13,-0.0,,,Big 12,ACC,2025-12-27T20:30:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Fresno State,Miami (OH),Arizona Stadium,,,,,,,,,,,56.61,1.36,-0.03,,,Mountain West,Mid-American,2025-12-27T21:30:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,San Diego State,North Texas,University Stadium (NM),,,,,,,,,,,59.25,9.44,-0.67,,,Mountain West,American Athletic,2025-12-27T22:45:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Missouri,Virginia,EverBank Stadium,,,,,,,,,,,11.46,4.85,-0.49,,,SEC,ACC,2025-12-28T00:30:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Houston,LSU,NRG Stadium,,,,,,,,,,,71.83,8.41,-0.51,,,Big 12,SEC,2025-12-28T02:15:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,App State,Georgia Southern,Protective Stadium,,,,,,,,,,,43.75,17.94,-2.1,,,Sun Belt,Sun Belt,2025-12-29T19:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Louisiana Tech,Coastal Carolina,Independence Stadium,,,,,,,,,,,43.14,6.24,-0.35,,,Conference USA,Sun Belt,2025-12-30T19:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,Illinois,Tennessee,Nissan Stadium,,,,,,,,,,,71.69,27.4,-3.36,,,Big Ten,SEC,2025-12-30T22:30:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
2025,1,,TCU,USC,Alamodome,,,,,,,,,,,78.75,19.57,-2.19,,,Big 12,Big Ten,2025-12-31T02:00:00.000Z,True,7.47944179894181,0.5,27.156731481481497,19.677289682539687,46.83402116402118,27.156731481481497,0.9234964040741105,7.47944179894181,0.846992808148221,High
