game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at,nonstarter_participation_share,shrinkage_applied,uncertainty_note
401548631,2023,2,NE,HOU,22.627,18.167,4.46,40.793,24.041,22.671,0.58,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:36:53.991940+00:00,0.8,0.28,Preseason projection for Preseason Week 1 -- ratings nudged toward league-neutral by 28% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 80% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401550740,2023,2,SEA,MIN,22.92,20.607,2.313,43.527,25.526,22.047,0.5733,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:36:58.471677+00:00,0.8,0.28,Preseason projection for Preseason Week 1 -- ratings nudged toward league-neutral by 28% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 80% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401548624,2023,2,CIN,GB,23.607,20.807,2.8,44.413,26.261,20.078,0.5867,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:37:02.979467+00:00,0.8,0.28,Preseason projection for Preseason Week 1 -- ratings nudged toward league-neutral by 28% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 80% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401550739,2023,2,DET,NYG,24.9,21.767,3.133,46.667,24.519,21.302,0.58,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:37:07.514218+00:00,0.8,0.28,Preseason projection for Preseason Week 1 -- ratings nudged toward league-neutral by 28% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 80% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401548626,2023,2,MIA,ATL,23.927,20.82,3.107,44.747,27.109,20.04,0.5933,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:37:12.079922+00:00,0.8,0.28,Preseason projection for Preseason Week 1 -- ratings nudged toward league-neutral by 28% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 80% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401550178,2023,2,TB,PIT,23.54,21.02,2.52,44.56,25.995,21.099,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:37:16.566181+00:00,0.8,0.28,Preseason projection for Preseason Week 1 -- ratings nudged toward league-neutral by 28% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 80% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401549309,2023,2,CLE,WSH,23.74,20.713,3.027,44.453,25.626,19.96,0.6067,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/neutral_no_data],2026-08-05T17:37:21.065596+00:00,0.8,0.28,Preseason projection for Preseason Week 1 -- ratings nudged toward league-neutral by 28% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 80% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401548496,2023,2,ARI,DEN,21.38,21.033,0.347,42.413,25.28,21.78,0.5133,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:37:25.545471+00:00,0.8,0.28,Preseason projection for Preseason Week 1 -- ratings nudged toward league-neutral by 28% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 80% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401547663,2023,2,BUF,IND,23.653,19.273,4.38,42.927,23.041,20.644,0.62,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:37:30.040229+00:00,0.8,0.28,Preseason projection for Preseason Week 1 -- ratings nudged toward league-neutral by 28% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 80% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401548411,2023,2,CHI,TEN,22.633,21.84,0.793,44.473,24.827,20.66,0.5267,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:37:34.707752+00:00,0.8,0.28,Preseason projection for Preseason Week 1 -- ratings nudged toward league-neutral by 28% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 80% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
