game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at,nonstarter_participation_share,shrinkage_applied,uncertainty_note
401873286,2026,3,HOU,LV,22.47,19.305,3.165,41.775,18.91,18.149,0.615,200,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:19:32.768753+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401873285,2026,3,LAC,SF,22.41,20.99,1.42,43.4,20.712,16.578,0.545,200,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:19:38.292181+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401873288,2026,3,PIT,NYJ,24.51,20.055,4.455,44.565,20.922,17.189,0.625,200,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:19:43.892801+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401873287,2026,3,JAX,CAR,22.905,19.64,3.265,42.545,20.712,18.715,0.55,200,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:19:49.725920+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401873613,2026,3,DEN,GB,22.66,21.49,1.17,44.15,21.471,18.695,0.51,200,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:19:55.579366+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401873601,2026,3,DET,WSH,23.73,21.83,1.9,45.56,22.158,17.704,0.555,200,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/neutral_no_data],2026-08-05T17:20:01.576569+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401873294,2026,3,CLE,BUF,19.43,19.78,-0.35,39.21,20.492,19.114,0.485,200,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:20:07.688690+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401873295,2026,3,IND,ATL,23.49,21.95,1.54,45.44,22.521,17.448,0.535,200,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:20:13.857008+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401873291,2026,3,MIN,BAL,21.35,20.31,1.04,41.66,22.312,17.858,0.555,200,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:20:20.008149+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401873290,2026,3,LAR,NO,22.205,21.365,0.84,43.57,20.88,18.383,0.54,200,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/prior_season_fallback],2026-08-05T17:20:26.683557+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
