game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at,nonstarter_participation_share,shrinkage_applied,uncertainty_note
401773001,2025,2,BAL,IND,23.747,21.607,2.14,45.353,26.969,20.481,0.5333,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T16:30:49.795057+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401773005,2025,2,PHI,CIN,22.913,21.24,1.673,44.153,25.211,21.859,0.5533,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T16:30:54.726287+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401774568,2025,2,SEA,LV,23.32,20.893,2.427,44.213,26.36,21.24,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T16:30:59.671250+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401773016,2025,2,ATL,DET,23.1,21.44,1.66,44.54,26.068,20.197,0.5533,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T16:31:04.616792+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401773018,2025,2,CAR,CLE,22.94,21.28,1.66,44.22,25.092,21.902,0.5467,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T16:31:09.541552+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401772996,2025,2,NE,WSH,22.833,21.193,1.64,44.027,24.803,23.368,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/neutral_no_data],2026-08-05T16:31:14.532611+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401776263,2025,2,BUF,NYG,23.533,21.7,1.833,45.233,27.223,20.291,0.5333,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T16:31:19.494546+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401773012,2025,2,MIN,HOU,23.573,21.033,2.54,44.607,26.043,21.714,0.5533,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T16:31:24.413465+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401773020,2025,2,LAR,DAL,22.973,20.587,2.387,43.56,25.079,20.811,0.58,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/prior_season_fallback],2026-08-05T16:31:29.412508+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401773002,2025,2,JAX,PIT,23.587,21.287,2.3,44.873,24.901,21.164,0.5667,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T16:31:34.317199+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
