game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at,nonstarter_participation_share,shrinkage_applied,uncertainty_note
401548627,2023,4,ATL,PIT,22.347,22.133,0.213,44.48,26.573,21.753,0.5267,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:39:28.085327+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401547656,2023,4,PHI,IND,23.467,19.507,3.96,42.973,25.672,21.835,0.6133,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:39:32.597546+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401547657,2023,4,CAR,DET,23.0,21.513,1.487,44.513,27.469,21.586,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:39:37.436842+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401548508,2023,4,TEN,NE,21.6,20.8,0.8,42.4,27.988,21.917,0.54,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:39:41.931672+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401548510,2023,4,SF,LAC,23.22,19.547,3.673,42.767,26.438,22.347,0.5533,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:39:46.430456+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401548412,2023,4,CHI,BUF,21.307,23.427,-2.12,44.733,25.137,22.827,0.42,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:39:51.107821+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401549212,2023,4,GB,SEA,23.313,21.247,2.067,44.56,27.09,21.56,0.5867,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:39:55.873312+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401548629,2023,4,KC,CLE,25.573,22.4,3.173,47.973,26.648,24.655,0.5867,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:40:00.714980+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401548498,2023,4,MIN,ARI,22.7,20.62,2.08,43.32,25.981,23.477,0.5667,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:40:05.587266+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401550835,2023,4,NYG,NYJ,22.84,20.727,2.113,43.567,29.049,20.054,0.5667,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:40:10.226113+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401548623,2023,4,WSH,CIN,23.073,22.233,0.84,45.307,26.364,23.393,0.52,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/prior_season_fallback],2026-08-05T17:40:14.698383+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401547660,2023,4,TB,BAL,22.813,20.78,2.033,43.593,27.893,22.017,0.5733,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:40:19.336660+00:00,0.92,0.322,Preseason projection for Preseason Week 3 (final cuts) -- ratings nudged toward league-neutral by 32% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 92% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
