game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at,nonstarter_participation_share,shrinkage_applied,uncertainty_note
401773017,2025,3,ATL,TEN,23.64,21.493,2.147,45.133,20.765,17.763,0.5333,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:33:36.274179+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401774591,2025,3,SEA,KC,22.713,21.427,1.287,44.14,21.248,18.417,0.54,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:33:41.164428+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401776264,2025,3,DET,MIA,25.72,21.02,4.7,46.74,19.166,18.382,0.6267,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:33:45.988023+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401773003,2025,3,IND,GB,21.16,21.693,-0.533,42.853,23.231,18.948,0.4467,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:33:50.825406+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401773013,2025,3,MIN,NE,22.64,19.44,3.2,42.08,21.247,16.548,0.5333,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:33:55.688921+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401773006,2025,3,PHI,CLE,25.12,17.64,7.48,42.76,19.358,16.823,0.76,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:34:00.974647+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401773027,2025,3,HOU,CAR,21.973,20.2,1.773,42.173,20.857,17.73,0.5067,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:34:06.132900+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401774569,2025,3,LV,SF,21.093,22.173,-1.08,43.267,21.492,18.424,0.4667,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:34:10.979363+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401773007,2025,3,DAL,BAL,20.413,25.14,-4.727,45.553,19.018,19.397,0.3733,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:34:15.917609+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401773021,2025,3,LAR,LAC,23.193,21.447,1.747,44.64,21.659,18.021,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/prior_season_fallback],2026-08-05T17:34:20.473407+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401773009,2025,3,NYG,NYJ,21.593,20.867,0.727,42.46,21.905,18.1,0.5267,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:34:25.019402+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401773000,2025,3,PIT,TB,21.74,21.587,0.153,43.327,21.202,18.739,0.4733,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:34:29.546153+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401774637,2025,3,DEN,ARI,22.873,20.08,2.793,42.953,21.288,17.334,0.5733,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:34:34.089111+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401773014,2025,3,NO,JAX,22.4,20.353,2.047,42.753,21.236,19.735,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:34:38.690020+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401772972,2025,3,CHI,BUF,20.54,22.84,-2.3,43.38,21.737,18.19,0.4067,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:34:43.429723+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401772973,2025,3,WSH,CIN,22.353,21.427,0.927,43.78,21.197,18.452,0.5267,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/prior_season_fallback],2026-08-05T17:34:47.866760+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
