game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at,nonstarter_participation_share,shrinkage_applied,uncertainty_note
401671919,2024,3,NE,PHI,20.487,20.233,0.253,40.72,19.287,19.305,0.5067,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:42:10.959220+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671898,2024,3,BAL,ATL,21.82,19.367,2.453,41.187,20.675,19.695,0.5733,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:42:15.459975+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671901,2024,3,CHI,CIN,22.847,20.833,2.013,43.68,23.055,17.505,0.5533,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:42:20.177199+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671924,2024,3,HOU,NYG,22.347,18.82,3.527,41.167,20.338,19.697,0.62,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:42:25.094859+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671911,2024,3,KC,DET,22.347,21.127,1.22,43.473,21.933,17.836,0.52,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:42:30.008108+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671903,2024,3,CLE,MIN,20.5,18.08,2.42,38.58,19.577,17.392,0.58,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:42:34.803849+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401673562,2024,3,TEN,SEA,22.82,21.14,1.68,43.96,21.688,18.596,0.5333,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:42:39.345030+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671936,2024,3,IND,ARI,22.013,20.313,1.7,42.327,22.874,18.269,0.52,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:42:43.945158+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671916,2024,3,MIA,WSH,24.96,20.087,4.873,45.047,22.23,17.322,0.6267,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/neutral_no_data],2026-08-05T17:42:48.943479+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671906,2024,3,PIT,BUF,21.08,22.76,-1.68,43.84,22.152,17.972,0.4733,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:42:53.765380+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401676591,2024,3,CAR,NYJ,19.753,18.953,0.8,38.707,17.684,17.975,0.5467,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:42:58.355322+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671908,2024,3,LAC,LAR,21.48,20.68,0.8,42.16,22.184,17.528,0.5267,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/neutral_no_data],2026-08-05T17:43:02.898331+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671925,2024,3,JAX,TB,21.473,20.813,0.66,42.287,22.234,17.429,0.5333,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:43:07.823020+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401672897,2024,3,LV,DAL,20.593,21.773,-1.18,42.367,20.905,18.607,0.4533,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:43:12.750487+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671921,2024,3,DEN,GB,21.28,21.44,-0.16,42.72,22.964,19.796,0.48,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:43:17.314895+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
401671611,2024,3,SF,NO,25.007,20.56,4.447,45.567,20.87,18.244,0.6067,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[prior_season_fallback/prior_season_fallback],2026-08-05T17:43:21.892982+00:00,0.55,0.1925,Preseason projection for Preseason Week 2 (dress rehearsal) -- ratings nudged toward league-neutral by 19% (real 2025 team identity is mostly kept; a strong organization's backups still tend to outperform a weak one's) and the variance widened to reflect 55% expected backup/bubble-player participation this week; treat with much lower confidence than a regular-season projection.
