game_id,season,week,home_team,away_team,home_score_mean,away_score_mean,margin_mean,total_mean,margin_stdev,total_stdev,home_win_rate,seeds_used,profile_name,rating_source,generated_at,nonstarter_participation_share,shrinkage_applied,uncertainty_note
401671918,2024,2,NE,CAR,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:26:28.285966+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401673457,2024,2,NYG,DET,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:26:34.061630+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401671915,2024,2,MIA,ATL,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:26:39.646212+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401671905,2024,2,PIT,HOU,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:26:44.763429+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401671897,2024,2,BAL,PHI,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:26:49.604727+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401673171,2024,2,NYJ,WSH,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:26:55.231833+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401671615,2024,2,BUF,CHI,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:27:00.153517+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401672005,2024,2,MIN,LV,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:27:05.139506+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401671902,2024,2,CLE,GB,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:27:09.537117+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401671900,2024,2,CIN,TB,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:27:13.941456+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401673472,2024,2,TEN,SF,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:27:18.338553+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401671910,2024,2,JAX,KC,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:27:22.800440+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
401671907,2024,2,LAC,SEA,22.873,20.947,1.927,43.82,25.408,21.757,0.56,150,nfl_preseason_v1,nflverse_pbp_epa_prior_season_shrunk[neutral_no_data/neutral_no_data],2026-08-05T16:27:27.129808+00:00,0.8,0.8,Preseason projection for Preseason Week 1 -- ratings shrunk toward league-neutral by 80% to reflect expected backup/bubble-player snaps this week; treat with much lower confidence than a regular-season projection.
